price,area,bedrooms,bathrooms,location,bhk,property_type,furnishing,balcony
₹65 Lac,1110,,,Plot/Land for Sale in Clerk Colony Indore,,,,
₹50 Lac,1200,3,,3 BHK  House for Sale in Clerk Colony Indore,3,House,,
₹90 Lac,1260,3,,3 BHK Villa for Sale in Clerk Colony Indore,3,Villa,,
₹1.80 Cr,3000,7,,7 BHK  House for Sale in Clerk Colony Indore,7,House,,
₹32 Lac,840,2,,"2 BHK Flat  for Sale in  Vallabh Nagar, Indore",2,,,
₹72 Lac,1672,3,,"3 BHK Flat  for Sale in  Vallabh Nagar, Indore",3,,,
₹46 Lac,350,,,"Shop for Sale in Akash Deep Complex, Sapna Sangeeta Road Indore",,,,
₹35 Lac,800,2,,"2 BHK Flat  for Sale in  Golden Palms, Golden Palms, Vijay Nagar, Indore",2,,Semi-Furnished,2
₹30.3 Lac,850,3,,3 BHK  House for Sale in Alwasa Indore,3,House,Unfurnished,
₹48.8 Lac,600,,,Office Space for Sale in Scheme No 140 Indore,,,,
₹59.5 Lac,1700,3,,"3 BHK Flat  for Sale in  Scheme No 140, Indore",3,,Unfurnished,
₹30 Lac,968,,,Plot/Land for Sale in Scheme No 114 Part 1 Indore,,,,
₹31 Lac,1000,,,Plot/Land for Sale in Scheme No 114 Part 1 Indore,,,,
₹23.3 Lac,750,,,Plot/Land for Sale in Scheme No 114 Part 1 Indore,,,,
₹80 Lac,1400,3,,3 BHK  House for Sale in Manavta Nagar Indore,3,House,Semi-Furnished,3
₹39.4 Lac,1127,2,,"2 BHK Flat  for Sale in  Bicholi Hapsi, Indore",2,,Semi-Furnished,
₹30 Lac,1200,3,,"3 BHK Flat  for Sale in  Bicholi Hapsi, Indore",3,,Unfurnished,
₹65 Lac,1300,2,,"2 BHK Flat  for Sale in  Annapurna Road Prabhu Nagar, Indore",2,,Semi-Furnished,
₹1.81 Cr,1150,3,2,"3 BHK  House for Sale in Silver Springs Phase 2, Indore Bypass Road Indore",3,House,Semi-Furnished,4
₹34 Lac,655,1,,"1 BHK Flat  for Sale in  Kailash Pride, Kailash Pride, Jakhya, Indore",1,,Furnished,1
₹2.15 Cr,,,,"Plot/Land for Sale in Treasure Fantasy, Rau Road Indore",,,,
₹37.8 Lac,600,3,,3 BHK  House for Sale in Surya Dev Nagar Indore,3,House,Unfurnished,
₹18.2 Lac,600,1,,1 BHK  House for Sale in Surya Dev Nagar Indore,1,House,Unfurnished,
₹26 Lac,860,2,,2 BHK  House for Sale in Surya Dev Nagar Indore,2,House,Furnished,
₹54.5 Lac,600,3,,3 BHK  House for Sale in Surya Dev Nagar Indore,3,House,Semi-Furnished,
₹30.3 Lac,1000,2,,2 BHK  House for Sale in Precanco Colony Indore,2,House,Semi-Furnished,
₹45.4 Lac,1500,6,,6 BHK  House for Sale in Precanco Colony Indore,6,House,Unfurnished,
₹22.3 Lac,638,2,,"2 BHK Flat  for Sale in  Precanco Colony, Indore",2,,Unfurnished,
₹22.7 Lac,700,1,,1 BHK  House for Sale in Precanco Colony Indore,1,House,Unfurnished,
₹1.55 Cr,1000,,,Shop for Sale in Bank Colony Indore,,,,
₹37.2 Lac,1200,,,Plot/Land for Sale in Bank Colony Indore,,,,
₹15 Lac,7,,,Shop for Sale in Gita Bhawan Road Indore,,,,
₹52.5 Lac,,3,,"3 BHK Flat  for Sale in  Gita Bhawan Road, Indore",3,,Unfurnished,
₹27.2 Lac,900,6,,6 BHK  House for Sale in Gita Bhawan Road Indore,6,House,Semi-Furnished,
₹1.21 Cr,4000,,,Agricultural Land for Sale in Bardari Indore,,,,
₹2.20 Cr,13500,,,Agricultural Land for Sale in Bardari Indore,,,,
₹25 Lac,850,2,,2 BHK Villa for Sale in Bardari Indore,2,Villa,Unfurnished,
₹54.7 Lac,1564,3,,"3 BHK Flat  for Sale in  Scheme No 140, Indore",3,,Semi-Furnished,
₹52.5 Lac,1500,3,,"3 BHK Flat  for Sale in  Scheme No 114 Part 1, Indore",3,,Unfurnished,
₹13.2 Lac,600,,,"Plot/Land for Sale in Ras Lake View Plot, Rau Pithampur Road Indore",,,,
₹1.11 Cr,2750,4,,4 BHK Villa for Sale in Bicholi Mardana Indore,4,Villa,Semi-Furnished,
₹50 Lac,675,2,,2 BHK  House for Sale in MR 10 Indore,2,House,,
₹2.50 Cr,5000,,,Plot/Land for Sale in Pipaliyahana Indore,,,,
₹90 Lac,765,3,,3 BHK  House for Sale in Bicholi Mardana Indore,3,House,Unfurnished,
₹35 Lac,1350,3,,"3 BHK Flat  for Sale in  Khatiwala Tank, Indore",3,,Semi-Furnished,
₹12.8 Lac,400,1,,1 BHK Flat  for Sale in   Indore,1,,Semi-Furnished,1
₹30 Lac,1800,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹85 Lac,1200,3,,3 BHK  House for Sale in MR 10 Indore,3,House,Semi-Furnished,2
₹31 Lac,1000,,,Plot/Land for Sale in CAT Square Indore,,,,
₹22.7 Lac,750,2,,2 BHK  House for Sale in CAT Square Indore,2,House,Semi-Furnished,
₹37 Lac,1170,2,,2 BHK Villa for Sale in CAT Square Indore,2,Villa,Semi-Furnished,
₹52.5 Lac,1500,3,,"3 BHK Flat  for Sale in  Pagnis Paga, Indore",3,,Furnished,
₹35 Lac,1000,3,,"3 BHK Flat  for Sale in  Scheme No 51, Indore",3,,Furnished,
₹15.1 Lac,500,1,,1 BHK  House for Sale in Scheme No 51 Indore,1,House,Unfurnished,
₹40 Lac,2000,,,Warehouse/ Godown for Sale in Scheme No 51 Indore,,,,
₹45.4 Lac,1500,3,,3 BHK  House for Sale in Scheme No 51 Indore,3,House,Unfurnished,
₹45 Lac,963,2,,"2 BHK Flat  for Sale in  Bicholi Mardana, Indore",2,,Furnished,2
₹1.45 Cr,2800,3,,3 BHK  House for Sale in Limbodi Indore,3,House,Furnished,3
₹3 Cr,2500,9,,9 BHK  House for Sale in Ram Bagh Indore,9,House,Semi-Furnished,10
₹13.5 Lac,300,1,,"1 BHK Flat  for Sale in  Khajrana, Indore",1,,Unfurnished,1
₹50 Lac,1560,3,,3 BHK  House for Sale in Khargone Indore,3,House,Unfurnished,
₹1.10 Cr,1550,,,"Plot/Land for Sale in DLF Gardencity Phase 2, DLF Gardencity Phase 2 Indore",,,,
₹32 Lac,915,2,,"2 BHK Flat  for Sale in  Pagnis Paga, Indore",2,,Semi-Furnished,
₹19.3 Lac,550,1,,"1 BHK Flat  for Sale in  Pagnis Paga, Indore",1,,Unfurnished,
₹45 Lac,1285,3,,"3 BHK Flat  for Sale in  Pagnis Paga, Indore",3,,Semi-Furnished,
₹63 Lac,1800,7,,"7 BHK Flat  for Sale in  Apollo DB City, Indore",7,,Semi-Furnished,
₹75 Lac,2142,3,,"3 BHK Flat  for Sale in  Dainik Bhaskar Apollo DB City, Dainik Bhaskar Apollo DB City, Apollo DB City, Indore",3,,Semi-Furnished,
₹2.57 Cr,8500,5,,5 BHK  House for Sale in Apollo DB City Indore,5,House,Unfurnished,
₹46.4 Lac,1325,2,,"2 BHK Flat  for Sale in  Dainik Bhaskar Apollo DB City, Dainik Bhaskar Apollo DB City, Apollo DB City, Indore",2,,Semi-Furnished,
₹33.3 Lac,1100,2,,2 BHK  House for Sale in Sai Vihar Colony Indore,2,House,Unfurnished,
₹78.7 Lac,2600,5,,5 BHK  House for Sale in Sai Vihar Colony Indore,5,House,Semi-Furnished,
₹24.2 Lac,800,2,,2 BHK  House for Sale in Sai Vihar Colony Indore,2,House,Semi-Furnished,
₹2.30 Cr,1500,,,Plot/Land for Sale in Scheme No 140 Indore,,,,
₹14.2 Lac,,,,Plot/Land for Sale in Mhow Indore,,,,
₹25.5 Lac,,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹4.25 Cr,1800,7,,7 BHK Villa for Sale in MR 10 Indore,7,Villa,Semi-Furnished,
₹60 Lac,750,3,,3 BHK  House for Sale in swaroop homes super coridor Indore,3,House,Unfurnished,
₹1.10 Cr,1400,3,,"3 BHK Villa for Sale in Casa Greens, AB Road Indore",3,Villa,Semi-Furnished,3
₹1.12 Cr,1100,4,,"4 BHK Villa for Sale in Treasure Fantasy, Rau Road Indore",4,Villa,Semi-Furnished,3
₹35 Lac,700,,,"Plot/Land for Sale in SVN Laabham City, Super Corridor Indore",,,,
₹10 Lac,154,,,Office Space for Sale in Chawni Indore,,,,
₹1.85 Cr,1500,3,,3 BHK  House for Sale in Vandana nagar Indore,3,House,Unfurnished,2
₹1.05 Cr,1640,,,"Plot/Land for Sale in Sarthak Singapore Palm, Super Corridor Indore",,,,
₹70 Lac,1215,3,,"3 BHK  House for Sale in Serenity By Pumarth, Indore Bypass Road Indore",3,House,Unfurnished,3
₹70 Lac,900,2,,"2 BHK Flat  for Sale in  S Chugh Palazzo Park Residences, S Chugh Palazzo Park Residences, Nipania, Indore",2,,Furnished,2
₹46.3 Lac,1250,,,"Plot/Land for Sale in Kalindi Gold City, Super Corridor Indore",,,,
₹84.5 Lac,1300,,,"Plot/Land for Sale in Treasure Fantasy, Rau Indore",,,,
₹60.5 Lac,1000,,,Plot/Land for Sale in Kanadia Main Road Indore,,,,
₹47 Lac,1050,3,,"3 BHK Flat  for Sale in  Scheme No 94, Indore",3,,Semi-Furnished,3
₹37 Lac,1000,,,Plot/Land for Sale in Magarkheda Indore,,,,
₹1.78 Cr,2752,,,Plot/Land for Sale in Jhalariya Indore,,,,
₹11 Cr,000,,,Industrial Building for Sale in Bhawar Kuan Square Indore,,,,
₹86 Lac,,,,Plot/Land for Sale in Premium Park Colony Indore,,,,
₹45 Lac,830,2,,"2 BHK Flat  for Sale in  Chhota Bangarda, Indore",2,,Semi-Furnished,2
₹67 Lac,1130,,,"Plot/Land for Sale in Omaxe Dream Homes, Omaxe City 1 Indore",,,,
₹16 Lac,1000,,,Plot/Land for Sale in Mhow Indore,,,,
₹2.5 Lac,100,,,Shop for Sale in Jail Road Indore,,,,
₹18 Lac,505,1,,"1 BHK Flat  for Sale in  Neer Nagar, Indore",1,,Furnished,
₹65 Lac,1800,3,,3 BHK Villa for Sale in Vaishali Nagar Indore,3,Villa,Semi-Furnished,
₹75 Lac,2200,5,,5 BHK  House for Sale in Samar Park Indore,5,House,Semi-Furnished,
₹18.9 Lac,625,3,,3 BHK  House for Sale in Samar Park Indore,3,House,Semi-Furnished,
₹47 Lac,750,2,,2 BHK  House for Sale in Samar Park Indore,2,House,Semi-Furnished,
₹1.35 Cr,3500,4,,4 BHK Villa for Sale in Samar Park Indore,4,Villa,Unfurnished,
₹32.6 Lac,816,2,,2 BHK  House for Sale in Samar Park Indore,2,House,Furnished,
₹88 Lac,1450,,,Plot/Land for Sale in Radhika Palace Indore,,,,
₹56 Lac,1300,3,,3 BHK  House for Sale in Radhika Palace Indore,3,House,Unfurnished,
₹90 Lac,1500,,,Plot/Land for Sale in Scheme No 114 Indore,,,,
₹41 Lac,1000,,,Plot/Land for Sale in Scheme No 114 Indore,,,,
₹85 Lac,1500,,,Land for Sale in Scheme No 114 Indore,,,,
₹59 Lac,1000,,,Plot/Land for Sale in Scheme No 114 Indore,,,,
₹25 Lac,900,2,,"2 BHK Flat  for Sale in  Scheme No 114, Indore",2,,Semi-Furnished,
₹1.75 Cr,3700,3,,3 BHK Villa for Sale in Dhar Road Indore,3,Villa,Unfurnished,3
₹12.41 Cr,4000,10,,"> 10 BHK  House for Sale in Scheme no 78 Vijaynagar Indore, Scheme No.74C Indore",10,House,Semi-Furnished,
₹52 Lac,2000,6,,6 BHK Villa for Sale in Vaishali Nagar Indore,6,Villa,Semi-Furnished,
₹1 Cr,1500,,,Plot/Land for Sale in Vaishali Nagar Indore,,,,
₹18 Lac,600,1,,1 BHK  House for Sale in Sukhdev Nagar Indore,1,House,Furnished,
₹37.8 Lac,1250,2,,2 BHK  House for Sale in Sukhdev Nagar Indore,2,House,Semi-Furnished,
₹32 Lac,540,1,,1 BHK  House for Sale in Sukhdev Nagar Indore,1,House,Unfurnished,
₹27 Lac,600,1,,1 BHK  House for Sale in Sukhdev Nagar Indore,1,House,Furnished,
₹82 Lac,1500,,,Plot/Land for Sale in Radhika Palace Indore,,,,
₹90 Lac,1500,,,Plot/Land for Sale in Radhika Palace Indore,,,,
₹50 Lac,750,1,,1 BHK  House for Sale in Radhika Palace Indore,1,House,Semi-Furnished,
₹35 Lac,850,2,,"2 BHK Flat  for Sale in  Prakash Nagar, Indore",2,,Furnished,
₹50 Lac,350,,,Shop for Sale in Prakash Nagar Indore,,,,
₹38 Lac,765,2,,"2 BHK Flat  for Sale in  Prakash Nagar, Indore",2,,Unfurnished,
₹12 Lac,560,1,,"1 BHK Flat  for Sale in  Prakash Nagar, Indore",1,,Unfurnished,
₹80 Lac,2200,,,"Plot/Land for Sale in Atlantis City, Super Corridor Indore",,,,
₹2.10 Cr,2200,,,Land for Sale in Manglia Bypass Indore,,,,
₹80 Lac,1488,3,,3 BHK Villa for Sale in Super Corridor Indore,3,Villa,Unfurnished,2
₹15 Lac,,,,Land for Sale in Nemawar Road Indore,,,,
₹1.26 Cr,1800,,,Plot/Land for Sale in Anand Nagar Indore,,,,
₹5 Cr,4500,5,,5 BHK Villa for Sale in Anand Nagar Indore,5,Villa,Semi-Furnished,
₹3 Cr,4000,,,Plot/Land for Sale in Anand Nagar Indore,,,,
₹1.18 Cr,2800,5,,5 BHK  House for Sale in Suncity Indore,5,House,Semi-Furnished,
₹60.5 Lac,2000,5,,5 BHK  House for Sale in Suncity Indore,5,House,Furnished,
₹95 Lac,2200,3,,3 BHK Villa for Sale in Suncity Indore,3,Villa,Semi-Furnished,
₹68.2 Lac,2200,,,Plot/Land for Sale in Suncity Indore,,,,
₹75 Lac,1811,3,,"3 BHK Flat  for Sale in  Anand Nagar, Indore",3,,Unfurnished,
₹64 Lac,16000,,,Land for Sale in Ralamandal Indore,,,,
₹45 Lac,450,,,Office Space for Sale in Annapurna Indore,,,,
₹12.5 Lac,5000,,,Agricultural Land for Sale in Ralamandal Indore,,,,
₹35 Lac,1585,2,,"2 BHK Flat  for Sale in  Ralamandal, Indore",2,,Unfurnished,
₹43.5 Lac,999,2,,2 BHK  House for Sale in Omaxe City 1 Indore,2,House,Furnished,2
₹90 Lac,720,3,,3 BHK  House for Sale in Sri Mangal Nagar Indore,3,House,Semi-Furnished,
₹45 Lac,800,2,,"2 BHK Flat  for Sale in  Alok Nagar, Indore",2,,Semi-Furnished,
₹38 Lac,765,2,,"2 BHK Flat  for Sale in  Prakash Nagar, Indore",2,,,
₹12 Lac,560,1,,"1 BHK Flat  for Sale in  Prakash Nagar, Indore",1,,,
₹75 Lac,1211,,,Plot/Land for Sale in Mangal Murti Nagar Indore,,,,
₹1 Cr,,,,Plot/Land for Sale in Scheme No - 113 Indore,,,,
₹92.4 Lac,1200,,,Plot/Land for Sale in Scheme No - 113 Indore,,,,
₹1.04 Cr,1163,,,Plot/Land for Sale in Scheme No - 113 Indore,,,,
₹36 Lac,,,,Plot/Land for Sale in Scheme No - 113 Indore,,,,
₹12 Cr,6000,,,Land for Sale in Jain Colony Indore,,,,
₹1.75 Cr,4951,,,Land for Sale in Jain Colony Indore,,,,
₹85 Lac,1800,4,,4 BHK Villa for Sale in Scheme No -114 Indore,4,Villa,,
₹1.60 Cr,4000,,,Plot/Land for Sale in Shriji Valley Indore,,,,
₹1.04 Cr,1500,,,Plot/Land for Sale in Greater Brijeshwari Indore,,,,
₹3.02 Cr,000,5,,5 BHK  House for Sale in Gulmohar Colony Indore,5,House,,
₹59 Lac,1040,2,,"2 BHK Flat  for Sale in  Divya Vihar, Divya Vihar, Ujjain Road Pologround Industrial Estate, Indore",2,,Unfurnished,2
₹1.60 Cr,8000,,,Land for Sale in Udhyog Nagar Indore,,,,
₹60 Lac,1500,3,,3 BHK  House for Sale in Shri Ganga Vihar Indore,3,House,,
₹60.5 Lac,2000,5,,5 BHK  House for Sale in Prakash Nagar Indore,5,House,,
₹35 Lac,850,2,,"2 BHK Flat  for Sale in  Prakash Nagar, Indore",2,,,
₹1.20 Cr,2400,4,,4 BHK  House for Sale in Scheme No - 113 Indore,4,House,,
₹12 Lac,4000,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹55 Lac,1050,2,,"2 BHK Flat  for Sale in  Gulmohar Colony, Indore",2,,,
₹66.6 Lac,2200,6,,6 BHK  House for Sale in Gulmohar Colony Indore,6,House,,
₹51 Lac,1087,2,,"2 BHK Flat  for Sale in  Sanjana Park, Indore",2,,,
₹60 Lac,1250,,,Plot/Land for Sale in Sanjana Park Indore,,,,
₹31.8 Lac,1050,3,,3 BHK  House for Sale in Sanjana Park Indore,3,House,,
₹70 Lac,1000,2,,"2 BHK Flat  for Sale in  Ambedkar Nagar, Indore",2,,,
₹30 Lac,235,,,Shop for Sale in Scheme No 54 Indore,,,,
₹75 Lac,1775,3,,"3 BHK Flat  for Sale in  Scheme No 54, Indore",3,,,
₹75 Lac,600,3,,3 BHK  House for Sale in Bakhtawar Ram Nagar Indore,3,House,Semi-Furnished,2
₹2.48 Cr,2303,4,,"4 BHK Flat  for Sale in  BCM Park, BCM Park, Piplya Kumar, Indore",4,,Semi-Furnished,4
₹28 Lac,950,2,,"2 BHK Flat  for Sale in  Silicon City, Indore",2,Apartment,Unfurnished,2
₹12.5 Lac,400,,,Plot/Land for Sale in Dharampuri Indore,,,,
₹35 Cr,,,,Agricultural Land for Sale in Lasudiya Parmar Indore,,,,
₹2 Cr,2840,4,,"4 BHK Flat  for Sale in  Sakar Elite Apex, Sakar Elite Apex, Mahalakshmi Nagar, Indore",4,,Semi-Furnished,3
₹25 Lac,989,2,,"2 BHK Flat  for Sale in  Indus Satellite Greens, Indus Satellite Greens, AB Road, Indore",2,,Semi-Furnished,
₹27.5 Lac,834,,,Plot/Land for Sale in Rau Indore,,,,
₹1.05 Cr,1265,3,,"3 BHK Flat  for Sale in  Vijay Nagar, Indore",3,,Semi-Furnished,
₹2.51 Cr,3850,4,,4 BHK  House for Sale in Vasant Vihar Indore,4,House,Furnished,6
₹35 Lac,360,2,,"2 BHK  House for Sale in Prayas Arihant Nagar, Nainod Indore",2,House,Unfurnished,2
₹16.8 Lac,850,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹27 Lac,650,2,,"2 BHK Flat  for Sale in  Treasure Fantasy, Treasure Fantasy, Rau Road, Indore",2,,Unfurnished,2
₹1.81 Cr,6000,5,,5 BHK  House for Sale in Shanti Niketan Indore,5,House,,
₹35 Lac,909,2,,"2 BHK Flat  for Sale in  Shanti Niketan, Indore",2,,,
₹22 Lac,900,2,,2 BHK  House for Sale in Saver Village Indore,2,Villa,,
₹50 Lac,2000,3,,"3 BHK Flat  for Sale in  Narain Bagh, Indore",3,,,
₹45 Lac,1600,3,,3 BHK  House for Sale in Narain Bagh Indore,3,House,,
₹38 Lac,900,2,,"2 BHK Flat  for Sale in  Chikitsak Nagar, Indore",2,,,
₹81.6 Lac,1700,,,Plot/Land for Sale in AB Road Indore,,,,
₹39 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore Indore,,,,
₹40 Lac,1037,2,,"2 BHK Flat  for Sale in  Vijay Nagar, Indore",2,,Semi-Furnished,
₹1 Cr,1265,,,Plot/Land for Sale in New Rani Bagh Indore,,,,
₹10.8 Lac,,,,Plot/Land for Sale in Dharampuri Indore,,,,
₹1.20 Cr,3000,4,,4 BHK Villa for Sale in Satellite By Pass Indore,4,Villa,,
₹70 Lac,1700,3,,3 BHK  House for Sale in Sahara By pass Indore,3,House,,
₹82 Lac,1696,,,"Plot/Land for Sale in Empire Metro, Jhalariya Indore",,,,
₹1.25 Cr,3123,,,"Plot/Land for Sale in Sakar NRI City 2, AB Road Indore",,,,
₹2.15 Cr,1000,,,Showroom for Sale in Kanadia Road Savindnagar Indore,,,,
₹1.26 Cr,1750,3,,3 BHK Villa for Sale in Nipania Indore,3,Villa,Furnished,3
₹1.39 Cr,2325,,,Plot/Land for Sale in KAMAYANI NAGARA RAU Indore,,,,
₹54 Lac,570,3,,"3 BHK  House for Sale in Kalindi Gold City, Super Corridor Indore",3,House,Semi-Furnished,
₹40 Lac,1175,3,,3 BHK Flat  for Sale in   Indore,3,Apartment,Unfurnished,2
₹21.6 Lac,1800,,,Plot/Land for Sale in Mhow Indore,,,,
₹32 Lac,740,,,"Plot/Land for Sale in RL Lemon City, Super Corridor Indore",,,,
₹50 Cr,,,,Agricultural Land for Sale in Khandwa Road Indore,,,,
₹3.25 Cr,400,4,,4 BHK  House for Sale in Nipania Indore,4,House,Furnished,5
₹85 Lac,1800,3,,3 BHK  House for Sale in Silicon City Indore,3,House,Semi-Furnished,3
₹42 Lac,1200,,,Plot/Land for Sale in Jhalariya Indore,,,,
₹37.5 Lac,750,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹64 Lac,600,3,,3 BHK Villa for Sale in Super Corridor Indore,3,Villa,Unfurnished,3
₹39 Lac,785,2,,"2 BHK Flat  for Sale in  Super Corridor, Indore",2,,Semi-Furnished,2
₹75 Lac,1900,3,,3 BHK  House for Sale in Silicon City Indore,3,House,Unfurnished,4
₹35 Lac,740,2,,"2 BHK Flat  for Sale in  Silicon City, Indore",2,,Semi-Furnished,2
₹42 Lac,650,2,,2 BHK  House for Sale in MR 10 Indore,2,House,Unfurnished,3
₹35 Lac,899,2,,"2 BHK Flat  for Sale in  Vijay Nagar, Indore",2,,Semi-Furnished,
₹40 Lac,1000,,,Plot/Land for Sale in Nainod Indore,,,,
₹18 Lac,500,1,,"1 BHK Flat  for Sale in  Sarthak Singapore Nest, Sarthak Singapore Nest, AB Road, Indore",1,,Semi-Furnished,2
₹1 Cr,1000,3,3,"3 BHK Flat  for Sale in  Indore Bypass Road, Indore",3,,Furnished,
₹25 Lac,742,1,,1 BHK Flat  for Sale in   Indore,1,,Unfurnished,
₹2.16 Cr,1800,,,"Plot/Land for Sale in SS Infinitus, Nipania Indore",,,,
₹50 Lac,750,4,,4 BHK  House for Sale in Bapat Square Indore,4,House,Semi-Furnished,2
₹1.30 Cr,2200,3,,3 BHK  House for Sale in Suklia Indore,3,House,Unfurnished,3
₹43.5 Lac,1500,2,,"2 BHK Flat  for Sale in  Palsikar Colony, Indore",2,,Furnished,
₹42 Lac,908,2,,"2 BHK Flat  for Sale in  Man Royal Greens, Man Royal Greens, Niranjanpur, Indore",2,,Semi-Furnished,2
₹78 Lac,1082,,,"Plot/Land for Sale in Treasure Fantasy, Rau Road Indore",,,,
₹89.8 Lac,1188,3,,"3 BHK Flat  for Sale in  AB Road, Indore",3,,Unfurnished,3
₹1.95 Cr,1500,,,Plot/Land for Sale in Sai Kripa Colony Indore,,,,
₹96 Lac,3000,,,Land for Sale in Ujjain Indore Road Indore,,,,
₹58 Lac,1031,2,,"2 BHK Flat  for Sale in  Deveshi HRS Heritage, Deveshi HRS Heritage, Rajendra Nagar, Indore",2,,Semi-Furnished,2
₹12 Lac,4000,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹58 Lac,1100,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹31 Lac,446,1,,"1 BHK Flat  for Sale in  Mirchandani Shalimar Swayam, Mirchandani Shalimar Swayam, MR 10, Indore",1,,Semi-Furnished,1
₹74.5 Lac,1150,,,"Plot/Land for Sale in Silver Woods, AB Road Indore",,,,
₹4.60 Cr,1500,10,,"> 10 BHK Flat  for Sale in  Nipania, Indore",10,,Furnished,10
₹70 Lac,850,2,,"2 BHK Flat  for Sale in  AB Road, Indore",2,,Semi-Furnished,2
₹1 Lac,350,,,Shop for Sale in Rajwada Indore,,,,
₹4 Cr,1800,4,,4 BHK  House for Sale in Scheme No. 74 Indore,4,House,Unfurnished,3
₹15.3 Lac,600,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹25 Lac,850,2,2,"2 BHK Flat  for Sale in  Shri Krishna Avenue Phase 2, Shri Krishna Avenue Phase 2,  Indore",2,,Unfurnished,
₹21 Lac,600,,,"Plot/Land for Sale in Sakar Real Life, Khandwa Road Indore",,,,
₹47 Lac,1100,2,,"2 BHK Flat  for Sale in  Golden Palms, Golden Palms, Vijay Nagar, Indore",2,,Unfurnished,2
₹25.8 Lac,1000,,,"Plot/Land for Sale in Millennium Corridor, Super Corridor Indore",,,,
₹15 Lac,,,,Agricultural Land for Sale in Mhow Indore,,,,
₹7.65 Cr,1380,,,Showroom for Sale in Usha Nagar Indore,,,,
₹45 Lac,1285,2,2,"2 BHK Flat  for Sale in  Scheme No -103, Indore",2,,Unfurnished,
₹55 Lac,920,2,,"2 BHK Flat  for Sale in  SN Enclave, SN Enclave, Super Corridor, Indore",2,,Unfurnished,2
₹6.55 Cr,2620,,,Showroom for Sale in Super Corridor Indore,,,,
₹18.5 Lac,600,,,"Plot/Land for Sale in Landmark, Ujjain Indore Road Indore",,,,
₹28 Lac,750,2,,"2 BHK Flat  for Sale in  Bengali Square, Indore",2,,Semi-Furnished,2
₹28.5 Lac,850,2,,"2 BHK Flat  for Sale in  Silicon City, Indore",2,,Unfurnished,2
₹45 Lac,714,2,,"2 BHK Flat  for Sale in   Ansal Town Indore, Ansal Town Indore, Dream City, Indore",2,,Semi-Furnished,2
₹31 Lac,494,2,,"2 BHK Flat  for Sale in  Sai Pride Homes, Sai Pride Homes, Nipania, Indore",2,,Furnished,1
₹32.5 Lac,844,,,Plot/Land for Sale in shrikrishna avenue phase i Indore,,,,
₹60 Lac,1116,2,,"2 BHK Flat  for Sale in  IBD Belmont Park, IBD Belmont Park, Vijay Nagar, Indore",2,,Furnished,2
₹45 Lac,1020,2,,"2 BHK Flat  for Sale in  Shubh Labh Tirumala Town, Shubh Labh Tirumala Town, Chhota Bangarda, Indore",2,,Unfurnished,2
₹24 Lac,3475,,,Plot/Land for Sale in Mhow Indore,,,,
₹30 Lac,500,2,,2 BHK  House for Sale in Mansarovar Nagar Indore,2,House,Unfurnished,2
₹90 Lac,1800,4,,4 BHK  House for Sale in Mhow Indore,4,House,Unfurnished,
₹36 Lac,800,2,,"2 BHK Flat  for Sale in  Sukhliya Gram, Indore",2,,Unfurnished,2
₹35 Lac,880,2,,"2 BHK Flat  for Sale in  Rajwada, Indore",2,,Semi-Furnished,2
₹15 Cr,8812,,,Land for Sale in MR 10 Indore,,,,
₹10.8 Lac,,,,Plot/Land for Sale in Tejaji Nagar Indore,,,,
₹50 Lac,1500,3,,"3 BHK Flat  for Sale in  Biyabani, Indore",3,,Unfurnished,2
₹35 Lac,130,,,Office Space for Sale in Jaora Compound Indore,,,,
₹62 Lac,778,2,,"2 BHK Flat  for Sale in  Varun Divine Greens, Varun Divine Greens, Nipania, Indore",2,,Semi-Furnished,2
₹35 Lac,800,2,,"2 BHK Flat  for Sale in  Singapore Nest, Singapore Nest, Talawali Chanda, Indore",2,,Semi-Furnished,2
₹24.2 Lac,800,2,,2 BHK  House for Sale in Abhinandan Nagar Indore,2,House,Unfurnished,
₹65 Lac,950,3,,3 BHK Villa for Sale in Abhinandan Nagar Indore,3,Villa,Unfurnished,
₹30.3 Lac,1000,2,,2 BHK  House for Sale in Abhinandan Nagar Indore,2,House,Furnished,
₹30 Lac,1000,,,"Plot/Land for Sale in Ras Lake View Plot, Rau Pithampur Road Indore",,,,
₹45 Lac,1453,,,Plot/Land for Sale in Scheme No -97 Indore,,,,
₹45 Lac,1453,,,Plot/Land for Sale in Scheme No -97 Indore,,,,
₹90.8 Lac,3000,5,,5 BHK  House for Sale in Scheme No -97 Indore,5,House,Furnished,
₹49.9 Lac,1650,3,,3 BHK  House for Sale in Shiv Shakti Nagar Indore,3,House,Semi-Furnished,
₹22.7 Lac,750,3,,3 BHK  House for Sale in Shiv Shakti Nagar Indore,3,House,Unfurnished,
